Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-06 00:00:00+08:00,91.0,91.0,91.0,91.0,20349157,0.0,0.0
2021-01-07 00:00:00+08:00,91.2,91.2,83.0,83.8,53098016,0.0,0.0
2021-01-08 00:00:00+08:00,84.5,85.8,83.4,84.5,15210052,0.0,0.0
2021-01-11 00:00:00+08:00,84.9,85.0,82.1,82.8,11149368,0.0,0.0
2021-01-12 00:00:00+08:00,83.2,83.3,77.0,77.4,20177357,0.0,0.0
2021-01-13 00:00:00+08:00,77.8,81.7,77.8,80.5,11703193,0.0,0.0
2021-01-14 00:00:00+08:00,80.8,82.7,80.1,82.3,7661125,0.0,0.0
2021-01-15 00:00:00+08:00,82.8,82.8,79.4,79.9,8550904,0.0,0.0
2021-01-18 00:00:00+08:00,79.8,83.5,77.7,82.3,11713632,0.0,0.0
2021-01-19 00:00:00+08:00,82.4,84.2,82.3,84.0,12181030,0.0,0.0
2021-01-20 00:00:00+08:00,85.5,90.2,84.5,85.0,36974759,0.0,0.0
2021-01-21 00:00:00+08:00,86.5,87.4,85.1,85.2,11657676,0.0,0.0
2021-01-22 00:00:00+08:00,86.4,88.6,86.1,88.3,19058500,0.0,0.0
2021-01-25 00:00:00+08:00,88.4,88.4,85.2,86.2,11281977,0.0,0.0
2021-01-26 00:00:00+08:00,86.5,87.1,83.7,83.8,9105895,0.0,0.0
2021-01-27 00:00:00+08:00,84.8,84.9,83.1,84.9,5452108,0.0,0.0
2021-01-28 00:00:00+08:00,83.0,83.9,82.3,83.1,11173073,0.0,0.0
2021-01-29 00:00:00+08:00,83.9,84.4,82.5,82.5,8665978,0.0,0.0
2021-02-01 00:00:00+08:00,82.8,82.8,80.2,80.8,8172147,0.0,0.0
2021-02-02 00:00:00+08:00,81.5,82.2,80.6,81.2,7310400,0.0,0.0
2021-02-03 00:00:00+08:00,81.6,81.7,80.2,80.4,5628206,0.0,0.0
2021-02-04 00:00:00+08:00,80.4,80.9,79.9,80.0,4169360,0.0,0.0
2021-02-05 00:00:00+08:00,80.9,81.5,80.3,80.6,4642105,0.0,0.0
2021-02-17 00:00:00+08:00,81.6,84.2,81.1,84.2,10580862,0.0,0.0
2021-02-18 00:00:00+08:00,83.8,85.0,83.4,83.8,7244306,0.0,0.0
2021-02-19 00:00:00+08:00,84.3,85.4,84.0,84.0,7662568,0.0,0.0
2021-02-22 00:00:00+08:00,85.1,86.6,84.6,85.2,10040533,0.0,0.0
2021-02-23 00:00:00+08:00,85.3,86.2,84.6,85.5,8243038,0.0,0.0
2021-02-24 00:00:00+08:00,85.9,86.6,85.3,85.5,8796651,0.0,0.0
2021-02-25 00:00:00+08:00,86.9,87.3,85.3,86.1,11477436,0.0,0.0
2021-02-26 00:00:00+08:00,85.0,85.8,84.5,85.8,8079543,0.0,0.0
2021-03-02 00:00:00+08:00,86.9,87.2,84.5,84.7,9114173,0.0,0.0
2021-03-03 00:00:00+08:00,85.8,89.5,85.2,86.9,34591863,0.0,0.0
