Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-09-11 00:00:00+08:00,31.99,31.99,31.99,31.99,270241819,0.0,0.0
2000-09-12 00:00:00+08:00,31.99,31.99,31.99,31.99,0,0.0,0.0
2000-09-13 00:00:00+08:00,34.17,34.17,34.17,34.17,4826912004,0.0,0.0
2000-09-14 00:00:00+08:00,36.35,36.35,32.96,33.2,29547245384,0.0,0.0
2000-09-15 00:00:00+08:00,33.2,34.41,32.71,32.71,13043405115,0.0,0.0
2000-09-18 00:00:00+08:00,32.47,33.44,32.23,33.2,6233472071,0.0,0.0
2000-09-19 00:00:00+08:00,33.44,33.68,31.99,32.23,6430414699,0.0,0.0
2000-09-20 00:00:00+08:00,32.96,32.96,31.99,32.23,6590645836,0.0,0.0
2000-09-21 00:00:00+08:00,32.71,33.2,31.74,32.71,6577135645,0.0,0.0
2000-09-22 00:00:00+08:00,31.02,31.5,30.53,30.53,7080499,0.0,0.0
2000-09-25 00:00:00+08:00,30.78,31.02,28.6,28.6,3956330136,0.0,0.0
2000-09-26 00:00:00+08:00,27.14,27.62,26.65,26.65,2377144,0.0,0.0
2000-09-27 00:00:00+08:00,25.44,26.65,25.2,25.44,7221993,0.0,0.0
2000-09-28 00:00:00+08:00,25.44,26.17,25.44,25.69,4013649,0.0,0.0
2000-09-29 00:00:00+08:00,25.69,25.93,23.89,23.99,3234763,0.0,0.0
2000-10-02 00:00:00+08:00,21.81,22.44,21.81,21.86,2349150531,0.0,0.0
2000-10-03 00:00:00+08:00,21.56,23.16,21.37,23.02,3835161259,0.0,0.0
2000-10-04 00:00:00+08:00,22.25,22.25,22.25,22.25,213073230,0.0,0.0
2000-10-05 00:00:00+08:00,21.47,21.56,21.47,21.47,3863163,0.0,0.0
2000-10-06 00:00:00+08:00,20.98,22.97,20.98,22.97,5346868682,0.0,0.0
2000-10-09 00:00:00+08:00,21.42,21.42,21.42,21.42,369547,0.0,0.0
2000-10-10 00:00:00+08:00,21.42,21.42,21.42,21.42,0,0.0,0.0
2000-10-11 00:00:00+08:00,20.69,20.69,20.69,20.69,130809,0.0,0.0
2000-10-12 00:00:00+08:00,19.29,19.29,19.29,19.29,270320,0.0,0.0
2000-10-13 00:00:00+08:00,17.98,18.17,17.98,18.17,3910785,0.0,0.0
2000-10-16 00:00:00+08:00,18.17,18.17,18.17,18.17,0,0.0,0.0
2000-10-17 00:00:00+08:00,15.75,15.75,15.75,15.75,1662231519,0.0,0.0
2000-10-18 00:00:00+08:00,14.68,14.68,14.68,14.68,1374173,0.0,0.0
2000-10-19 00:00:00+08:00,13.67,13.67,13.67,13.67,1376069907,0.0,0.0
2000-10-20 00:00:00+08:00,13.28,14.54,13.23,14.54,8668054370,0.0,0.0
2000-10-23 00:00:00+08:00,13.57,13.57,13.57,13.57,703280033,0.0,0.0
2000-10-24 00:00:00+08:00,13.14,14.49,13.14,14.49,10491300209,0.0,0.0
